time,bat_v,pressure_ssu,pressure_wap,sensor_id,temp_ssu,temp_wap,topic,type
2017-05-10T14:39:03Z,3.923,1010,1220,6d70a5d273205caf,20.1,19.2,ITAY_SSU,ssu_wap
2017-05-10T14:34:07Z,3.923,1010,1220,6d70a5d273205caf,20.1,19.2,ITAY_SSU,ssu_wap
2017-05-10T13:27:28Z,3.643,1010,1180,6d70a5d273205caf,20.4,19.2,ITAY_SSU,ssu_wap
2017-05-10T08:53:54Z,3.843,1010,1200,6d70a5d273205caf,21.5,19.5,ITAY_SSU,ssu_wap
2017-05-05T13:33:22.721436685Z,3.543,1015,1019,6d70a5d273205caf,21.5,19.5,ITAY_SSU,ssu_wap
